"id","sex","grade","school","ed_level","attendence","condition2","cond_grade2","time","corsi","hnf","dccs","woodcock","tejas","time_lab","ed_level_c"
"digk17","F","kinder","school2",2,22,"digital","digital_kinder",1,3,2.96717171717172,6.3673074625301,58,56,"post",1
"digk18","M","kinder","school2",1,22,"digital","digital_kinder",0,0,2.37373737373737,2.91666666666667,50,41,"pre",0
"digk18","M","kinder","school2",1,22,"digital","digital_kinder",1,4,5.83316443823461,5.45600116588831,65,62,"post",0
"digk19","M","kinder","school2",2,22,"digital","digital_kinder",0,2,4.62327055927611,2.5,47,27,"pre",1
"digk19","M","kinder","school2",2,22,"digital","digital_kinder",1,2,5.85935608635506,6.02874057962778,59,31,"post",1
"digk20","F","kinder","school2",3,24,"digital","digital_kinder",0,3,3.07117006929544,6.59238618766837,46,36,"pre",2
"digk20","F","kinder","school2",3,24,"digital","digital_kinder",1,6,5.82712609276739,7.54651297026066,54,39,"post",2
"digk22","F","kinder","school2",2,18,"digital","digital_kinder",0,4,3.35858585858586,6.55884843137737,46,29,"pre",1
"digk22","F","kinder","school2",2,18,"digital","digital_kinder",1,6,6.14114040020047,7.00777829908589,56,37,"post",1
"digk23","M","kinder","school2",3,20,"digital","digital_kinder",0,0,1.84343434343434,3.95833333333333,31,27,"pre",2
"digk23","M","kinder","school2",3,20,"digital","digital_kinder",1,2,3.11868686868687,5.98412405639081,32,21,"post",2
"mix501","M","fifth","school3",1,20,"mixed","mixed_fifth",0,7,7.68436375344886,6.88597478061368,68,59,"pre",0
"mix501","M","fifth","school3",1,20,"mixed","mixed_fifth",1,16,8.23811044110433,8.85183478348526,70,68,"post",0
"mix502","F","fifth","school3",2,19,"mixed","mixed_fifth",0,4,7.70894815054898,7.15330720656216,70,55,"pre",1
"mix502","F","fifth","school3",2,19,"mixed","mixed_fifth",1,7,7.9296388373255,7.17726059941095,70,61,"post",1
"mix503","F","fifth","school3",1,21,"mixed","mixed_fifth",0,4,7.28101954439193,3.75,61,55,"pre",0
"mix503","F","fifth","school3",1,21,"mixed","mixed_fifth",1,5,5.44197168651805,7.08622691604385,65,61,"post",0
"mix504","F","fifth","school3",3,24,"mixed","mixed_fifth",0,7,7.59244891914253,7.00300730607426,67,70,"pre",2
"mix504","F","fifth","school3",3,24,"mixed","mixed_fifth",1,7,7.7392749786354,7.91093330731253,71,70,"post",2
"mix505","F","fifth","school3",2,22,"mixed","mixed_fifth",0,5,7.85152601663405,7.73209956588726,72,66,"pre",1
"mix505","F","fifth","school3",2,22,"mixed","mixed_fifth",1,12,7.9124993565442,8.72176604590604,70,71,"post",1
"mix507","M","fifth","school3",1,22,"mixed","mixed_fifth",0,4,7.70095375909267,3.75,62,44,"pre",0
"mix507","M","fifth","school3",1,22,"mixed","mixed_fifth",1,6,7.71085658224115,7.17726059941095,59,46,"post",0
"mix508","F","fifth","school3",1,17,"mixed","mixed_fifth",0,4,5.81159187009745,3.75,68,54,"pre",0
"mix508","F","fifth","school3",1,17,"mixed","mixed_fifth",1,5,6.87963154248462,8.60594449180585,67,70,"post",0
"mix509","F","fifth","school3",2,18,"mixed","mixed_fifth",0,6,7.8169019505064,6.86082418900195,66,63,"pre",1
"mix509","F","fifth","school3",2,18,"mixed","mixed_fifth",1,7,7.69614631563357,8.38623054932102,66,63,"post",1
"mix510","M","fifth","school3",2,23,"mixed","mixed_fifth",0,6,7.7755968163502,6.58663162032366,63,64,"pre",1
"mix510","M","fifth","school3",2,23,"mixed","mixed_fifth",1,6,8.10337094623834,7.93688906507833,69,69,"post",1
"mix511","M","fifth","school3",1,16,"mixed","mixed_fifth",0,7,7.90231703143862,7.15584518071517,43,65,"pre",0
"mix511","M","fifth","school3",1,16,"mixed","mixed_fifth",1,14,8.02338496118325,8.01047568018913,66,66,"post",0
"mix513","M","fifth","school3",2,21,"mixed","mixed_fifth",0,10,8.5710579327724,8.65548729343935,72,70,"pre",1
"mix513","M","fifth","school3",2,21,"mixed","mixed_fifth",1,19,8.32544026813594,9.40197161971932,67,71,"post",1
"mix514","M","fifth","school3",1,23,"mixed","mixed_fifth",0,4,5.81159187009745,5.89188443558775,59,62,"pre",0
"mix514","M","fifth","school3",1,23,"mixed","mixed_fifth",1,16,8.82091307025289,7.56366758272317,70,69,"post",0
"mix515","F","fifth","school3",1,23,"mixed","mixed_fifth",0,7,6.17207756750279,7.12778911396865,65,67,"pre",0
"mix515","F","fifth","school3",1,23,"mixed","mixed_fifth",1,4,6.22810661594735,8.02969255094635,65,70,"post",0
"mix516","F","fifth","school3",3,23,"mixed","mixed_fifth",0,4,7.58137321689352,8.12068930350246,66,70,"pre",2
"mix516","F","fifth","school3",3,23,"mixed","mixed_fifth",1,19,7.84274879039846,8.85924169727715,67,68,"post",2
"mix517","M","fifth","school3",3,24,"mixed","mixed_fifth",0,7,8.03413673006036,8.37218018218691,62,62,"pre",2
"mix517","M","fifth","school3",3,24,"mixed","mixed_fifth",1,14,7.66154320276733,6.90255834583317,72,66,"post",2
"mix518","M","fifth","school3",2,20,"mixed","mixed_fifth",0,6,7.04966974054551,6.70232747287296,59,60,"pre",1
"mix518","M","fifth","school3",2,20,"mixed","mixed_fifth",1,19,8.75188652406386,8.60594449180585,70,70,"post",1
"mix520","F","fifth","school3",1,17,"mixed","mixed_fifth",0,4,6.07820760826443,6.99546255405404,67,65,"pre",0
"mix520","F","fifth","school3",1,17,"mixed","mixed_fifth",1,6,7.55870526243475,6.93705598551291,67,69,"post",0
"mix521","F","fifth","school3",4,22,"mixed","mixed_fifth",0,6,8.05092701023925,7.57121302165858,64,66,"pre",3
"mix521","F","fifth","school3",4,22,"mixed","mixed_fifth",1,4,8.00224294307666,7.71065213802818,68,66,"post",3
"mix522","F","fifth","school3",1,22,"mixed","mixed_fifth",0,7,7.65553833513574,6.57025508780229,66,69,"pre",0
"mix522","F","fifth","school3",1,22,"mixed","mixed_fifth",1,7,7.84786055936622,7.22208380409041,72,72,"post",0
"mixk01","F","kinder","school3",1,20,"mixed","mixed_kinder",0,0,4.00504997021825,6.06025981640881,41,25,"pre",0
"mixk01","F","kinder","school3",1,20,"mixed","mixed_kinder",1,2,5.73030451803682,5.43428815059249,41,34,"post",0
"mixk02","F","kinder","school3",2,20,"mixed","mixed_kinder",0,1,4.59786799250367,6.64891407023001,38,25,"pre",1
"mixk02","F","kinder","school3",2,20,"mixed","mixed_kinder",1,2,4.8140265095373,7.79343287288589,44,35,"post",1
"mixk03","F","kinder","school3",1,24,"mixed","mixed_kinder",0,3,3.50211706763521,5.91282036892834,36,54,"pre",0
"mixk03","F","kinder","school3",1,24,"mixed","mixed_kinder",1,2,2.17171717171717,5.99522070265706,53,58,"post",0
"mixk04","M","kinder","school3",1,20,"mixed","mixed_kinder",0,0,3.58626707286564,3.75,25,2,"pre",0
"mixk04","M","kinder","school3",1,20,"mixed","mixed_kinder",1,5,5.57949885408399,3.95833333333333,25,47,"post",0
"mixk05","M","kinder","school3",2,14,"mixed","mixed_kinder",0,1,3.68030083223598,6.35616519284309,51,28,"pre",1
"mixk05","M","kinder","school3",2,14,"mixed","mixed_kinder",1,2,1.78030303030303,4.52107563479143,44,20,"post",1
"mixk06","F","kinder","school3",1,15,"mixed","mixed_kinder",0,3,4.05090300767516,5.88076666965895,23,30,"pre",0
"mixk06","F","kinder","school3",1,15,"mixed","mixed_kinder",1,4,4.26932880471114,6.03764846757645,34,32,"post",0
"mixk07","M","kinder","school3",2,22,"mixed","mixed_kinder",0,6,4.27534165630585,5.98272491965,54,38,"pre",1
"mixk07","M","kinder","school3",2,22,"mixed","mixed_kinder",1,6,6.34576302197525,5.71198651103789,59,59,"post",1
"mixk08","M","kinder","school3",2,18,"mixed","mixed_kinder",0,2,1.51515151515152,4.5865287088421,35,33,"pre",1
"mixk08","M","kinder","school3",2,18,"mixed","mixed_kinder",1,3,5.36662559285782,5.82309823313052,60,52,"post",1
"mixk10","M","kinder","school3",1,19,"mixed","mixed_kinder",0,1,1.40151515151515,4.6198483895487,2,13,"pre",0
"mixk10","M","kinder","school3",1,19,"mixed","mixed_kinder",1,3,2.46212121212121,4.85941508288426,12,12,"post",0
"mixk11","M","kinder","school3",1,18,"mixed","mixed_kinder",0,4,2.41161616161616,5.63367481913728,36,27,"pre",0
"mixk11","M","kinder","school3",1,18,"mixed","mixed_kinder",1,4,3.08080808080808,7.62717858834815,39,53,"post",0
"mixk12","M","kinder","school3",2,23,"mixed","mixed_kinder",0,1,2.56313131313131,5.1543263762985,38,8,"pre",1
"mixk12","M","kinder","school3",2,23,"mixed","mixed_kinder",1,2,2.68939393939394,6.00263856124046,42,36,"post",1
"mixk13","F","kinder","school3",3,23,"mixed","mixed_kinder",0,2,3.98743002413614,6.64796441001638,51,57,"pre",2
"mixk13","F","kinder","school3",3,23,"mixed","mixed_kinder",1,3,3.15656565656566,6.47012854272768,60,48,"post",2
"mixk14","M","kinder","school3",3,23,"mixed","mixed_kinder",0,3,5.81169598283671,7.12174935618095,60,55,"pre",2
"mixk14","M","kinder","school3",3,23,"mixed","mixed_kinder",1,3,7.40221407223298,5.50780370902679,60,57,"post",2
"mixk15","F","kinder","school3",2,20,"mixed","mixed_kinder",0,1,5.02130867773504,3.54166666666667,36,34,"pre",1
"mixk15","F","kinder","school3",2,20,"mixed","mixed_kinder",1,1,5.39394467919203,6.66956024937719,50,51,"post",1
"mixk16","F","kinder","school3",1,23,"mixed","mixed_kinder",0,2,3.30172107992476,5.1926878027569,14,17,"pre",0
"mixk16","F","kinder","school3",1,23,"mixed","mixed_kinder",1,4,4.15232700834,6.12031401833096,14,17,"post",0
"mixk19","F","kinder","school3",4,22,"mixed","mixed_kinder",0,3,3.82160054336243,5.36678568953235,39,28,"pre",3
"mixk19","F","kinder","school3",4,22,"mixed","mixed_kinder",1,4,6.91634243478979,6.80438608138661,51,47,"post",3
"mixk21","F","kinder","school3",1,6,"mixed","mixed_kinder",0,1,2.93858909442665,6.72985473068945,22,34,"pre",0
"mixk21","F","kinder","school3",1,6,"mixed","mixed_kinder",1,6,6.0456963378478,7.71851419519152,48,40,"post",0
"mixk22","M","kinder","school3",4,17,"mixed","mixed_kinder",0,2,1.52777777777778,3.54166666666667,26,25,"pre",3
"mixk22","M","kinder","school3",4,17,"mixed","mixed_kinder",1,4,4.17563624612802,2.08333333333333,43,24,"post",3
"mixk23","F","kinder","school3",3,19,"mixed","mixed_kinder",0,1,5.29792988832793,6.10094344370845,36,33,"pre",2
"mixk23","F","kinder","school3",3,19,"mixed","mixed_kinder",1,6,7.06053220014419,7.91368378768463,42,53,"post",2
"mixk24","F","kinder","school3",1,22,"mixed","mixed_kinder",0,0,2.93858909442665,4.93725225788273,27,30,"pre",0
"mixk24","F","kinder","school3",1,22,"mixed","mixed_kinder",1,3,3.27263669604616,5.43063079345924,45,34,"post",0
"mixk25","F","kinder","school3",2,22,"mixed","mixed_kinder",0,1,4.3737507020817,6.06536916138104,32,34,"pre",1
"mixk25","F","kinder","school3",2,22,"mixed","mixed_kinder",1,3,4.86223241097249,4.75401215390549,33,30,"post",1
"mixk26","F","kinder","school3",1,23,"mixed","mixed_kinder",0,5,3.72939770730397,5.92572927193214,60,29,"pre",0
"mixk26","F","kinder","school3",1,23,"mixed","mixed_kinder",1,4,5.75022808017054,6.05305339382375,56,32,"post",0
"mixk27","F","kinder","school3",1,16,"mixed","mixed_kinder",0,1,3.90104920156953,6.36642857291521,62,43,"pre",0
"mixk27","F","kinder","school3",1,16,"mixed","mixed_kinder",1,3,3.90971180734248,5.27267773121276,66,59,"post",0
"mixk28","M","kinder","school3",3,20,"mixed","mixed_kinder",0,0,2.93858909442665,2.70833333333333,35,44,"pre",2
"mixk28","M","kinder","school3",3,20,"mixed","mixed_kinder",1,4,6.29006384403642,3.95833333333333,57,64,"post",2
"ppr501","F","fifth","school1",3,22,"paper","paper_fifth",0,4,7.45533817662584,7.47673120703682,59,63,"pre",2
"ppr501","F","fifth","school1",3,22,"paper","paper_fifth",1,7,7.89531659525553,8.21328224589005,63,69,"post",2
"ppr503","M","fifth","school1",3,17,"paper","paper_fifth",0,6,8.1841835929009,6.92844307707592,70,71,"pre",2
"ppr503","M","fifth","school1",3,17,"paper","paper_fifth",1,16,8.41235026551463,8.37062338820915,67,71,"post",2
"ppr504","F","fifth","school1",2,23,"paper","paper_fifth",0,3,7.76983093679855,7.89086460566541,67,58,"pre",1
"ppr504","F","fifth","school1",2,23,"paper","paper_fifth",1,6,7.41252259115888,7.89524684291272,65,69,"post",1
"ppr505","F","fifth","school1",3,23,"paper","paper_fifth",0,5,7.39342058075493,7.82135921761301,62,54,"pre",2
"ppr505","F","fifth","school1",3,23,"paper","paper_fifth",1,4,7.64615535557951,7.34434813362128,65,68,"post",2
"ppr506","F","fifth","school1",3,24,"paper","paper_fifth",0,6,8.10586349256092,8.54895824333279,68,70,"pre",2
"ppr506","F","fifth","school1",3,24,"paper","paper_fifth",1,17,8.20672209286184,8.52582741589387,70,70,"post",2
"ppr507","M","fifth","school1",1,17,"paper","paper_fifth",0,8,6.58618398761019,7.08054326314783,63,64,"pre",0
"ppr507","M","fifth","school1",1,17,"paper","paper_fifth",1,2,7.82962404616814,7.54863763723643,66,68,"post",0
"ppr508","F","fifth","school1",3,21,"paper","paper_fifth",0,8,7.47472757082056,6.58498963549679,67,65,"pre",2
"ppr508","F","fifth","school1",3,21,"paper","paper_fifth",1,6,7.15512642038274,7.30582761675998,69,67,"post",2
"ppr509","F","fifth","school1",4,22,"paper","paper_fifth",0,6,8.17751619711399,7.77074532407458,70,69,"pre",3
"ppr509","F","fifth","school1",4,22,"paper","paper_fifth",1,13,8.07897031593504,8.39084617786786,71,69,"post",3
"ppr510","M","fifth","school1",3,20,"paper","paper_fifth",0,4,8.07758933520143,6.38981931304508,69,68,"pre",2
"ppr510","M","fifth","school1",3,20,"paper","paper_fifth",1,7,6.63415946209224,8.66841180587556,69,69,"post",2
"ppr511","M","fifth","school1",3,23,"paper","paper_fifth",0,6,8.04897192857468,5.94852271479481,58,63,"pre",2
"ppr511","M","fifth","school1",3,23,"paper","paper_fifth",1,6,8.26495746990739,5.88548408156007,69,67,"post",2
"ppr513","F","fifth","school1",3,23,"paper","paper_fifth",0,5,7.85390761328876,7.70990326839888,58,60,"pre",2
"ppr513","F","fifth","school1",3,23,"paper","paper_fifth",1,8,7.64040153460506,7.23034599556723,67,71,"post",2
"ppr514","M","fifth","school1",3,17,"paper","paper_fifth",0,7,8.00025185410986,6.82300362871932,71,70,"pre",2
"ppr514","M","fifth","school1",3,17,"paper","paper_fifth",1,16,6.38462689006281,8.34737510212481,67,71,"post",2
"ppr515","M","fifth","school1",2,21,"paper","paper_fifth",0,7,7.48865244709698,7.25006730120134,70,67,"pre",1
"ppr515","M","fifth","school1",2,21,"paper","paper_fifth",1,14,7.71920621567619,7.27097825055108,69,67,"post",1
"ppr517","M","fifth","school1",3,24,"paper","paper_fifth",0,7,7.80644403179166,6.47182647593051,68,70,"pre",2
"ppr517","M","fifth","school1",3,24,"paper","paper_fifth",1,9,7.61115962532544,7.00205408552434,69,70,"post",2
"ppr518","M","fifth","school1",2,14,"paper","paper_fifth",0,11,7.80577224841403,7.81630638728599,60,61,"pre",1
"ppr518","M","fifth","school1",2,14,"paper","paper_fifth",1,8,6.37761690824864,6.59972002937258,70,70,"post",1
"ppr519","F","fifth","school1",2,23,"paper","paper_fifth",0,8,7.25277168986978,6.84372510977363,55,58,"pre",1
"ppr519","F","fifth","school1",2,23,"paper","paper_fifth",1,7,7.57930561229862,8.18692845275564,62,56,"post",1
"ppr520","F","fifth","school1",2,23,"paper","paper_fifth",0,6,6.50050154350601,6.52410242443592,69,66,"pre",1
"ppr520","F","fifth","school1",2,23,"paper","paper_fifth",1,7,7.12332819414943,6.61123935690768,67,60,"post",1
"ppr521","M","fifth","school1",3,20,"paper","paper_fifth",0,9,7.60518573185371,7.18246671501843,68,64,"pre",2
"ppr521","M","fifth","school1",3,20,"paper","paper_fifth",1,17,7.69241117213926,6.46372943543892,68,58,"post",2
"ppr522","M","fifth","school1",3,20,"paper","paper_fifth",0,7,7.18381178678839,6.76816192164787,65,59,"pre",2
"ppr522","M","fifth","school1",3,20,"paper","paper_fifth",1,6,7.20981449683244,7.44639270221944,71,69,"post",2
"ppr523","M","fifth","school1",3,20,"paper","paper_fifth",0,9,7.67607530966049,3.75,66,64,"pre",2
"ppr523","M","fifth","school1",3,20,"paper","paper_fifth",1,11,7.25711942904127,6.60398951593289,67,68,"post",2
"ppr524","M","fifth","school1",2,23,"paper","paper_fifth",0,8,7.85912589265407,7.19948810870919,67,67,"pre",1
"ppr524","M","fifth","school1",2,23,"paper","paper_fifth",1,8,7.9566883619106,7.88738243244847,70,67,"post",1
"ppr525","F","fifth","school1",2,22,"paper","paper_fifth",0,6,7.75257239188401,7.89674642808967,70,68,"pre",1
"ppr525","F","fifth","school1",2,22,"paper","paper_fifth",1,5,7.69987743894633,7.58130544905272,68,72,"post",1
"ppr526","M","fifth","school1",3,21,"paper","paper_fifth",0,6,7.86755524881448,8.11216418546854,69,65,"pre",2
"ppr526","M","fifth","school1",3,21,"paper","paper_fifth",1,14,8.08262894300151,8.2832917876101,69,71,"post",2
"ppr527","M","fifth","school1",4,23,"paper","paper_fifth",0,8,7.61593892105247,8.06291721387726,66,71,"pre",3
"ppr527","M","fifth","school1",4,23,"paper","paper_fifth",1,16,8.06229566118977,7.52376623255392,71,71,"post",3
"ppr530","F","fifth","school1",4,22,"paper","paper_fifth",0,9,7.66182046701824,7.00110119047231,66,67,"pre",3
"ppr530","F","fifth","school1",4,22,"paper","paper_fifth",1,15,7.23283578539146,7.39984546272839,67,70,"post",3
"ppr531","M","fifth","school1",4,24,"paper","paper_fifth",0,10,8.34065698328531,7.88084564535835,69,68,"pre",3
"ppr531","M","fifth","school1",4,24,"paper","paper_fifth",1,18,7.98174752370423,8.77798914594634,72,69,"post",3
"ppr532","F","fifth","school1",3,23,"paper","paper_fifth",0,4,7.747457688298,7.48320693965586,65,54,"pre",2
"ppr532","F","fifth","school1",3,23,"paper","paper_fifth",1,7,6.95323469841226,7.22169558399237,65,69,"post",2
"ppr533","M","fifth","school1",4,19,"paper","paper_fifth",0,4,8.03405950961923,3.54166666666667,70,69,"pre",3
"ppr533","M","fifth","school1",4,19,"paper","paper_fifth",1,13,7.93146780953833,8.43511457506518,69,70,"post",3
"ppr535","M","fifth","school1",3,21,"paper","paper_fifth",0,8,7.93815727579477,7.28465488140553,60,65,"pre",2
"ppr535","M","fifth","school1",3,21,"paper","paper_fifth",1,7,7.63542739627642,7.62717858834815,69,70,"post",2
"ppr536","M","fifth","school1",2,22,"paper","paper_fifth",0,6,7.76889990525608,6.88722335533376,64,61,"pre",1
"ppr536","M","fifth","school1",2,22,"paper","paper_fifth",1,11,7.42444418405967,3.54166666666667,65,69,"post",1
"pprk02","F","kinder","school1",4,20,"paper","paper_kinder",0,5,4.01901695928807,6.11068818132694,47,54,"pre",3
"pprk02","F","kinder","school1",4,20,"paper","paper_kinder",1,4,4.49597760112504,6.35051509804403,59,62,"post",3
"pprk03","F","kinder","school1",3,19,"paper","paper_kinder",0,0,5.03673279056449,5.75264947340668,53,26,"pre",2
"pprk03","F","kinder","school1",3,19,"paper","paper_kinder",1,3,4.45434385887679,5.47824950753423,50,27,"post",2
"pprk04","M","kinder","school1",4,24,"paper","paper_kinder",0,5,5.67092409587431,6.30215074822674,58,55,"pre",3
"pprk04","M","kinder","school1",4,24,"paper","paper_kinder",1,4,5.77272667485799,5.92606972902879,65,68,"post",3
"pprk05","M","kinder","school1",2,24,"paper","paper_kinder",0,3,3.95411402694109,7.11668807571385,43,27,"pre",1
"pprk05","M","kinder","school1",2,24,"paper","paper_kinder",1,5,5.16825578859836,8.42722246237722,62,59,"post",1
"pprk06","F","kinder","school1",4,21,"paper","paper_kinder",0,5,4.14590808353573,6.46781413008491,35,26,"pre",3
"pprk06","F","kinder","school1",4,21,"paper","paper_kinder",1,6,4.39201732083909,6.79753558960365,51,41,"post",3
"pprk07","M","kinder","school1",3,23,"paper","paper_kinder",0,1,6.91574829472654,6.32948703559501,65,30,"pre",2
"pprk07","M","kinder","school1",3,23,"paper","paper_kinder",1,4,7.54816435012326,6.43330636232616,64,37,"post",2
"pprk08","F","kinder","school1",2,22,"paper","paper_kinder",0,4,5.47874755621058,6.63300389674226,39,55,"pre",1
"pprk08","F","kinder","school1",2,22,"paper","paper_kinder",1,4,6.1718178249124,5.43555027324302,50,55,"post",1
"pprk09","M","kinder","school1",3,21,"paper","paper_kinder",0,1,2.81565656565657,4.92394290348315,35,29,"pre",2
"pprk09","M","kinder","school1",3,21,"paper","paper_kinder",1,5,5.74970014598211,3.75,42,45,"post",2
"pprk12","M","kinder","school1",2,19,"paper","paper_kinder",0,4,5.49201535909662,5.73694275389504,27,36,"pre",1
"pprk12","M","kinder","school1",2,19,"paper","paper_kinder",1,5,5.97588613067121,6.27352943955407,52,43,"post",1
"pprk13","M","kinder","school1",3,16,"paper","paper_kinder",0,0,2.91755670982404,4.88407354813485,14,13,"pre",2
"pprk13","M","kinder","school1",3,16,"paper","paper_kinder",1,0,3.9452258021582,5.23535270327223,20,12,"post",2
"pprk14","M","kinder","school1",2,23,"paper","paper_kinder",0,2,3.99046488613525,4.375,22,57,"pre",1
"pprk14","M","kinder","school1",2,23,"paper","paper_kinder",1,4,7.6707455474325,5.98378984946815,60,51,"post",1
"pprk15","M","kinder","school1",3,19,"paper","paper_kinder",0,2,3.6231561223572,2.08333333333333,37,21,"pre",2
"pprk15","M","kinder","school1",3,19,"paper","paper_kinder",1,3,2.73989898989899,5.31352899906818,50,51,"post",2
"pprk16","F","kinder","school1",4,20,"paper","paper_kinder",0,2,5.85466701616818,6.32350193274787,64,61,"pre",3
"pprk16","F","kinder","school1",4,20,"paper","paper_kinder",1,2,4.77460625598462,5.65336776592454,61,63,"post",3
"pprk17","F","kinder","school1",2,19,"paper","paper_kinder",0,4,4.96093479853547,7.10396354227594,27,29,"pre",1
"pprk17","F","kinder","school1",2,19,"paper","paper_kinder",1,5,7.04685621963096,6.65059411431011,51,34,"post",1
"pprk18","F","kinder","school1",2,23,"paper","paper_kinder",0,5,4.49781434616969,7.39552579568398,54,50,"pre",1
"pprk18","F","kinder","school1",2,23,"paper","paper_kinder",1,4,5.22668760490777,7.15330720656216,59,58,"post",1
"pprk19","F","kinder","school1",1,14,"paper","paper_kinder",0,2,3.42776102281261,5.89996339612694,27,15,"pre",0
"pprk19","F","kinder","school1",1,14,"paper","paper_kinder",1,4,4.73515729139449,3.95833333333333,47,29,"post",0
